Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status
12093,26/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Muhamad Mazlum,Smartwatch,Huawei Watch,Huawei Watch GT 3,J824,4,249,22.41,183.762,TRUE
12094,26/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Omaimah Alghan,VR Headset,Oculus Rift,Oculus Rift S,W882,4,399,79.002,172.368,TRUE
12095,26/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Ahmad Alshalaq,Laptop,HP Pavilion,HP Pavilion x360,S348,5,649,1028.016,23.364,FALSE
12096,26/05/2023,Wed,France,paris,48.8566,2.3522,Anwar Albieli,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,H046,3,179,28.998,74.106,TRUE
12097,26/05/2023,Mon,USA,new york,40.7128,-74.006,Muhamad Eazu,Headphones,Sennheiser HD,Sennheiser HD 599 SE,Y332,5,199,118.4448,22.9248,TRUE
12098,26/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Eala Sabagh,Laptop,Apple MacBook,"MacBook Air 13""",J194,3,999,227.772,303.696,FALSE
12099,26/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Zaerur,Smart Speaker,Sonos One,Sonos One SL,H046,3,179,80.55,67.662,TRUE
12100,26/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Asamh,Laptop,Lenovo ThinkPad,ThinkPad X13,J759,5,999,1589.2092,1472.9256,TRUE
12101,26/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Iin Muhamad,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),P653,8,249,187.3476,39.4416,TRUE
12102,26/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Husam Eilwan,VR Headset,Samsung Odyssey,Samsung Odyssey G9,O211,3,1499,535.4428,1662.6908,TRUE
12103,26/05/2023,Fri,Saudi Arabia,riyadh,24.7136,46.6753,Abdalhadi Mitri,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,P617,5,799,4110.855,767.3596,TRUE
12104,26/05/2023,Mon,USA,new york,40.7128,-74.006,Sandra Abultif,Laptop,HP Envy,Envy x360,R389,2,899,706.3443,453.4556,TRUE
12105,26/05/2023,Fri,Egypt,cairo,30.0444,31.2357,Ahmad Shakir,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,N346,3,1299,2291.436,280.0644,TRUE
12106,26/05/2023,Tue,USA,new york,40.7312,-73.9998,Muhamad Kayd,Gaming Console,Microsoft Xbox,Xbox Original,V236,5,69,36.1422,44.8431,TRUE
12107,26/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Zahir Sharina,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),D095,2,129,3.5991,86.3784,TRUE
12108,26/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Yasmin Ebdalwahd,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,D767,3,999,431.568,297.3024,TRUE
12109,26/05/2023,Fri,Syria,homs,34.7326,36.7136,Muhamad Rihan,Fitness Tracker,Amazfit Bip,Amazfit Bip S,P412,4,49,37.3674,26.8863,TRUE
12110,26/05/2023,Tue,France,paris,48.8566,2.3522,Amir Muhamad,Smartwatch,Samsung Gear,Samsung Gear Fit 4,L427,5,199,183.08,159.2796,TRUE
12111,26/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Anwar Laylanaan,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,Y332,4,199,111.1614,169.6674,FALSE
12112,26/05/2023,Sun,Morocco,casablanca,33.5731,7.5898,Mazin Jumea,Headphones,Sony WH,Sony WH-CH710N,O398,4,129,118.7703,20.4336,FALSE
12113,26/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Tahani Alahmar,Headphones,JBL Live,JBL Live 650BTNC,X364,6,149,786.72,1491.49,TRUE
12114,26/05/2023,Sun,Saudi Arabia,jeddah,21.4858,39.1925,Mazin Aleasimii,Laptop,Dell XPS,XPS 15,O247,7,1599,9210.24,13078.5408,FALSE
12115,26/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Mazin Khuluf,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,Y692,4,229,118.7136,105.5232,FALSE
12116,26/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Abdalhadi Bajubuj,Gaming Console,Sony PlayStation,PlayStation 2,Q903,4,99,150.1632,85.536,TRUE
12117,26/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Drwysh,Fitness Tracker,Huawei Band,Huawei Band 6,Q628,3,59,18.6912,41.3472,TRUE
12118,26/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Alaa Albahra,VR Headset,HTC Vive,HTC Vive Cosmos Elite,F510,2,899,83.607,560.1669,TRUE
12119,26/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Ahmad Albarnawi,VR Headset,Sony PlayStation,PlayStation VR,U751,4,299,2312.167,2655.8675,TRUE
12120,26/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Omar Sakar,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,K920,6,249,173.9016,36.2295,TRUE
12121,26/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Anwar Kafa,Laptop,HP Pavilion,HP Pavilion x360,H520,5,649,732.072,274.527,TRUE
12122,26/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Alhuri,Smartphone,Samsung Galaxy,Galaxy M32,G557,2,249,156.8202,86.6022,FALSE
12123,26/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Daniah Abu,Laptop,ASUS ROG,ASUS ROG Flow Z13,J768,3,2499,699.72,2049.18,TRUE
12124,26/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Rasha Salam,Fitness Tracker,Garmin Approach,Garmin Approach S12,V535,3,199,382.2392,85.8088,FALSE
12125,26/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Faras Qbany,Smartphone,Oppo Find,Oppo Find X4 Pro,Y387,4,899,418.5744,776.1067,TRUE
12126,26/05/2023,Wed,USA,las vegas,36.1699,-115.1398,Muhamad Shadi Alghazy,VR Headset,HTC Vive,HTC Vive Cosmos Elite,Y998,5,899,1438.0404,234.0996,TRUE
12127,26/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Ahmad Aleitar,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,C854,3,799,203.5852,247.2106,TRUE
12128,26/05/2023,Tue,Syria,homs,34.7326,36.7136,Ehab Eisaa,Gaming Console,Sony PlayStation,PlayStation 4 Pro,F786,3,399,108.3684,255.4398,FALSE
12129,26/05/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Majdulin Bryghl,VR Headset,Samsung Odyssey,Samsung Odyssey G9,R021,4,1499,1127.8476,474.8832,TRUE
12130,26/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Ibrahim Almala,Gaming Console,Microsoft Xbox,Xbox Original,J212,8,69,367.7562,35.0244,FALSE
12131,26/05/2023,Mon,USA,new york,40.7128,-74.006,Rami Abu Nasir,Smart Speaker,Sonos One,Sonos Move,X132,7,399,143.2011,143.2011,FALSE
12132,26/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Akthum Hamuwd,Headphones,Bose QuietComfort,QC45,U646,4,349,70.3584,217.776,TRUE
12133,26/05/2023,Thu,Saudi Arabia,dammam,26.3927,49.9777,Samir Alrrashid,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,K624,2,999,2325.672,5058.3366,TRUE
12134,26/05/2023,Wed,USA,washington,38.9072,-77.0369,Batual Milatu,Headphones,Sennheiser HD,Sennheiser HD 800 S,Q963,5,1699,814.5006,191.6472,TRUE
12135,26/05/2023,Tue,USA,new york,40.7498,-73.9814,Rwbyna Marwan,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),P939,5,99,17.2854,24.9678,FALSE
12136,26/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Zayn Albaytar,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,W206,3,1199,647.46,938.817,TRUE
12137,26/05/2023,Tue,Syria,homs,34.7326,36.7136,Fadi Kharbutli,Headphones,Sennheiser HD,Sennheiser HD 800 S,P939,4,1699,782.5594,316.3538,FALSE
12138,26/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Shiah,Laptop,Dell XPS,XPS 13,Z948,5,1299,1247.4297,3439.8819,TRUE
12139,26/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Iin Mudinih,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,K624,4,169,317.9904,324.6152,TRUE
12140,26/05/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Kholoud Alnisrin,Tablet,Apple iPad,iPad Air,J073,8,649,524.6516,585.6576,TRUE
12141,26/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Tariq Euthman,Laptop,Lenovo Legion,Lenovo Legion 5,Y295,4,1099,161.553,807.765,TRUE
12142,26/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Tamadur Hamzat,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,I738,4,1199,44.1232,33.0924,FALSE
12143,26/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Ayham Almala,Gaming Console,Nintendo Switch,Nintendo Switch Lite,H087,4,199,143.28,17.91,TRUE
12144,27/05/2023,Thu,Syria,aleppo,36.2021,37.1343,Ahmad Salih,Smart Speaker,Apple HomePod,Apple HomePod,L427,2,299,78.9061,144.2077,TRUE
12145,27/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Ghanim,Smart Speaker,Apple HomePod,Apple HomePod mini,X132,3,99,68.1318,71.8146,TRUE
12146,27/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Dany Alghurani,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,K140,8,69,38.6745,36.0525,TRUE
12147,27/05/2023,Wed,United Arab Emirates,dubai,25.2048,55.2708,Muhamad Alddahir,Smartwatch,Fossil Gen,Fossil Gen 6,X514,5,299,263.718,199.134,TRUE
12148,27/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Saed Milatu,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),H087,3,299,2401.4484,2749.4844,TRUE
12149,27/05/2023,Fri,Saudi Arabia,jeddah,21.4858,39.1925,Ranya Mukiin,Smartphone,OnePlus,OnePlus Nord CE 5G,S855,5,349,195.6145,288.4485,FALSE
12150,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Maria Aleabd,Smartphone,Xiaomi Mi,Xiaomi Mi 12,K044,3,799,1288.6272,1027.8336,FALSE
12151,27/05/2023,Mon,France,paris,48.8566,2.3522,Zahir Hmshw,VR Headset,HTC Vive,HTC Vive Focus 3,X364,6,799,2793.304,1800.946,TRUE
12152,27/05/2023,Fri,Saudi Arabia,riyadh,24.7136,46.6753,Muayid Iismaeil,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),Q992,6,249,11.703,9.3624,TRUE
12153,27/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Alaa Abu,Gaming Console,Sony PlayStation,PlayStation 3 Slim,Z227,3,199,86.0476,325.4844,TRUE
12154,27/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Tariq Almasri,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,F693,2,199,78.008,183.3188,TRUE
12155,27/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ayman Almurashihi,Digital Camera,Canon EOS R Series,Canon EOS R,R236,4,1299,1184.4282,146.5272,FALSE
12156,27/05/2023,Mon,Egypt,asyut,27.1809,31.1837,Hasan Albahra,Smartphone,Apple iPhone,iPhone 12,R621,5,899,16.9012,135.2096,TRUE
12157,27/05/2023,Tue,USA,washington,38.9072,-77.0369,Ahmad Mulaliyun,Fitness Tracker,Withings Move,Withings Move ECG,R236,4,129,28.4832,135.2952,TRUE
12158,27/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Husam Suqbani,Laptop,HP Pavilion,HP Pavilion 15,J345,7,799,790.5306,441.7671,FALSE
12159,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Maria Litansdurfr,Digital Camera,Nikon Z Series,Nikon Z50,J860,3,799,1174.53,751.6992,TRUE
12160,27/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Muhamad Zinu,Digital Camera,Sony Alpha,Sony Alpha A7 III,Z260,5,1999,1599.9996,422.9884,FALSE
12161,27/05/2023,Wed,Syria,damascus,33.5146,36.3084,Sarih Mitri,Gaming Console,Microsoft Xbox,Xbox Original,T592,7,69,52.164,7.452,FALSE
12162,27/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Basmah Sabiq,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,K920,2,299,140.6496,223.8912,TRUE
12163,27/05/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Ailya Almusaa,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,P200,3,1999,2698.65,2626.686,TRUE
12164,27/05/2023,Tue,USA,new york,40.7312,-73.9998,Aishah Abu,Gaming Console,Sony PlayStation,PlayStation 5,N710,5,499,361.8748,420.5572,FALSE
12165,27/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Iin Alhamid,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,H632,3,349,235.575,734.994,TRUE
12166,27/05/2023,Wed,USA,washington,38.9072,-77.0369,Faras Altarah,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,Y716,3,49,68.5216,80.2424,FALSE
12167,27/05/2023,Mon,France,paris,48.8566,2.3522,Abd Allah Salih,Smartwatch,Apple Watch,Apple Watch Series 7,S855,4,399,112.2387,58.0545,TRUE
12168,27/05/2023,Wed,Morocco,casablanca,33.5731,7.5898,Bilal Alhusayn,Smart Speaker,Google Nest,Nest Hub (2nd Gen),W882,3,99,24.453,47.025,TRUE
12169,27/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Fatin Almaghribi,VR Headset,Oculus Rift,Oculus Rift S,T458,4,399,282.0132,270.8811,FALSE
12170,27/05/2023,Sun,United Arab Emirates,abu dhabi,24.4539,54.3773,Basimah Aldwltali,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,C793,7,179,10.5252,73.6764,FALSE
12171,27/05/2023,Wed,USA,washington,38.9072,-77.0369,Muhamad Musuh,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,B938,4,1999,528.9354,1939.4298,FALSE
12172,27/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Farahad Abu,Headphones,Bose SoundSport,Bose SoundSport Wireless,F655,3,129,32.7402,25.4646,TRUE
12173,27/05/2023,Mon,USA,new york,40.7498,-73.9814,Muhamad Kafa,VR Headset,Samsung Odyssey,Samsung Odyssey G9,Z948,6,1499,4497,1573.95,TRUE
12174,27/05/2023,Sat,USA,new york,40.7128,-74.006,Muhamad Shaykh Janid,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,R361,7,299,70.265,219.2268,TRUE
12175,27/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Mari Alkhayr,Gaming Console,Sony PlayStation,PlayStation 4,R252,4,299,452.4468,217.5225,TRUE
12176,27/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Rahaf Zaerur,Digital Camera,Nikon Z Series,Nikon Z50,I760,5,799,572.1639,460.7034,TRUE
12177,27/05/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Kinda Ahmid,Tablet,Amazon Fire HD,Amazon Fire HD 8,Q069,8,89,11.7124,45.1764,TRUE
12178,27/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Duhana Alkhatib,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,W669,7,199,31.4619,185.07,TRUE
12179,27/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Iin Hamid,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,Q104,6,1299,256.4226,1062.3222,TRUE
12180,27/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Rulaa Hamdu,Smartwatch,Apple Watch,Apple Watch SE,Z509,7,279,232.0164,66.2904,TRUE
12181,27/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Sana Alkhayran,Headphones,Jabra Elite,Jabra Elite 85t,J536,2,229,383.346,166.1166,FALSE
12182,27/05/2023,Mon,France,paris,48.8566,2.3522,Iin Ghunum,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,L028,2,129,37.926,94.815,FALSE
12183,27/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Iad Alzaebii,Digital Camera,Sony Alpha,Sony Alpha A6400,T132,4,899,1198.1872,845.7792,FALSE
12184,27/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Muhamad Ziada,Laptop,Apple MacBook,"MacBook Air 13""",N985,4,999,18.981,816.183,TRUE
12185,27/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Alaa Udib,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,J212,3,849,185.4216,417.1986,TRUE
12186,27/05/2023,Mon,USA,las vegas,36.1673,-115.1492,Abdallah Aldahan,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,R389,4,649,500.2492,262.3258,TRUE
12187,27/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Ismaeil Alzzahir,VR Headset,Samsung Odyssey,Samsung Odyssey G9,H046,4,1499,1496.6016,2273.6832,TRUE
12188,27/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Dahruj,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,R385,2,1299,24.681,851.4945,TRUE
12189,27/05/2023,Tue,France,paris,48.8566,2.3522,Iin Khayti,Smart Speaker,Google Nest,Nest Audio,B377,5,99,64.152,2.673,FALSE
12190,27/05/2023,Tue,France,paris,48.8566,2.3522,Saeid Eubdallah,Tablet,Microsoft Surface,Surface Go 2,H130,6,399,311.2998,202.5324,TRUE
12191,27/05/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Hasan Alhariri,Gaming Console,Sony PlayStation,PlayStation 2,I917,7,99,77.418,88.3476,TRUE
12192,27/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Hamuwda,Laptop,Microsoft Surface,Surface Book 3,M453,4,1599,626.808,376.0848,TRUE
12193,27/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Zaynab Bajubuj,VR Headset,Samsung Odyssey,Samsung Odyssey G9,T231,4,1499,755.496,269.82,TRUE
12194,27/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Rima Bajubuj,Headphones,Sennheiser HD,Sennheiser HD 450BT,V985,3,129,11.61,82.431,TRUE
12195,27/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Dahbur,Gaming Console,Microsoft Xbox,Xbox Series S,T132,5,299,278.369,34.086,TRUE
12196,27/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Hanan Mansur,Digital Camera,Nikon Z Series,Nikon Z7 II,I470,4,2299,351.747,786.258,TRUE
12197,27/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Eala Albaba,Smart Speaker,Sonos One,Sonos Move,Y523,3,399,85.1466,340.5864,TRUE
12198,27/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Fadi Hamj,Gaming Console,Sony PlayStation,PlayStation 3 Slim,O337,4,199,49.75,81.59,TRUE
12199,27/05/2023,Mon,Morocco,casablanca,33.5731,7.5898,Tala Iibrahim,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Y087,4,399,26.5335,26.5335,TRUE
12200,27/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Baha Aldiyn Nieamah,Smart Speaker,Google Nest,Nest Hub (2nd Gen),N498,4,99,87.4665,11.9691,TRUE
12201,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Riad Altujjar,Tablet,Microsoft Surface,Surface Pro 7,V236,5,799,1871.5776,859.0848,FALSE
12202,27/05/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Rinah Farahat,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,J212,4,1199,501.182,364.496,FALSE
12203,27/05/2023,Tue,Syria,damascus,33.5146,36.3084,Ramiz Nasir,Laptop,Lenovo Legion,Lenovo Legion 7i,S190,3,1499,655.2129,1268.6037,TRUE
12204,27/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Jablah Hadalah,Smartphone,Samsung Galaxy,Galaxy A52,U470,4,399,257.754,253.9635,TRUE
12205,27/05/2023,Wed,France,paris,48.8566,2.3522,Muhamad Hamj,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,S935,3,449,171.6078,435.6198,TRUE
12206,27/05/2023,Fri,Saudi Arabia,riyadh,24.7743,46.7386,Ahmad Alssati,Laptop,Dell XPS,XPS 13,H520,3,1299,891.114,840.1932,TRUE
12207,27/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Rana Alshueranii,Smartphone,OnePlus,OnePlus 9 Pro,F792,3,899,1674.2976,1081.3172,FALSE
12208,27/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Rannym Alghurani,VR Headset,Pimax Vision,Pimax Vision 8KX,T132,4,999,62.937,62.937,FALSE
12209,27/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Bima Damrani,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,F452,5,349,97.371,238.716,FALSE
12210,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Ahmad Alahmad,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,Y989,4,39,46.332,35.802,TRUE
12211,27/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Muanis Khalid,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,J730,4,299,159.5464,129.2876,FALSE
12212,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Fatir Hamzat,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),K044,3,299,21.528,161.46,TRUE
12213,27/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Ayman Qadimati,Digital Camera,Canon EOS,Canon EOS M50 Mark II,R236,4,649,93.456,17.523,FALSE
12214,27/05/2023,Mon,USA,new york,40.7498,-73.9814,Rita Shanan,Headphones,Bose QuietComfort,QC45,B377,2,349,169.265,60.9354,FALSE
12215,27/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Diea Byd,Smartphone,Xiaomi Mi,Xiaomi Mi 12,K012,3,799,639.999,337.977,FALSE
12216,27/05/2023,Mon,France,paris,48.8566,2.3522,Khadijah Yasir,Smartphone,Oppo Find,Oppo Find X4 Pro,F655,6,899,132.153,748.867,FALSE
12217,27/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Sami Alshear,VR Headset,HTC Vive,HTC Vive Cosmos,T482,4,699,553.0488,379.4172,TRUE
12218,27/05/2023,Wed,Syria,homs,34.7326,36.7136,Muhamad Aleisaa,Laptop,HP Pavilion,HP Pavilion x360,I036,3,649,51.92,272.58,TRUE
12219,27/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Faras Shaykh Janid,Laptop,HP Envy,Envy 15,B099,2,1199,569.7648,142.4412,FALSE
12220,27/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Salah Aldiyn Abunfis,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Z826,1,199,24.8352,64.9536,TRUE
12221,27/05/2023,Mon,USA,washington,38.9072,-77.0369,Fatnh Alsaed,VR Headset,HTC Vive Pro,HTC Vive Pro 2,J501,4,1099,296.73,604.45,TRUE
12222,27/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Ahmad Alhalaliu,Smartwatch,Apple Watch,Apple Watch Series 7,O847,5,399,307.5492,146.2734,TRUE
12223,27/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Muhamad Iibrahim,Laptop,HP Pavilion,HP Pavilion 15,I839,6,799,467.8944,322.1568,TRUE
12224,27/05/2023,Wed,Syria,aleppo,36.2021,37.1343,Eubay Euthman,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,Z826,6,39,47.1744,7.488,TRUE
12225,27/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Alsyqly,Smartphone,Oppo Find,Oppo Find X4 Pro,D767,6,899,566.1902,92.9566,FALSE
12226,27/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Dania Alkfrswsany,Laptop,Apple MacBook,"MacBook Air 13""",Y333,3,999,2284.6131,385.7139,TRUE
12227,27/05/2023,Tue,Syria,homs,34.7326,36.7136,Ayham Alnajar,Headphones,Anker Soundcore,Anker Soundcore Life Q30,Y692,4,79,44.9036,42.581,TRUE
12228,27/05/2023,Mon,USA,new york,40.7498,-73.9814,Khalid Alealbi,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),Y590,4,399,43.4511,359.4591,TRUE
12229,27/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Omar Alsaeid,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),N969,4,49,99.7248,105.3696,FALSE
12230,28/05/2023,Tue,France,paris,48.8566,2.3522,Khalil Alssati,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,Y716,3,1499,1498.4004,1410.2592,TRUE
12231,28/05/2023,Wed,Egypt,asyut,27.1809,31.1837,Muhamad Turkmany,VR Headset,Oculus Quest,Oculus Quest 3,A432,4,599,261.4635,319.5665,TRUE
12232,28/05/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Mahir Albazir,Smart Speaker,Google Nest Hub,Google Nest Hub Max,E484,3,229,132.82,132.82,TRUE
12233,28/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Dalia Aleazm,Gaming Console,Sony PlayStation,PlayStation 4 Pro,K081,4,399,328.9755,77.406,TRUE
12234,28/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Bara Murad,Gaming Console,Retro Console,Sega Genesis Mini,U646,4,79,16.8981,46.2861,TRUE
12235,28/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Ahmad Shadi Alghazy,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,N658,4,249,87.0504,144.3204,FALSE
12236,28/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Kamal Huquq,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,M342,6,849,107.0589,181.1766,FALSE
12237,28/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Rinah Almisri,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,D297,4,999,2100.2976,115.0848,FALSE
12238,28/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Aishah Shumut,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,X918,1,1499,920.9856,1395.8688,TRUE
12239,28/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Altahhan,Smartwatch,Huawei Watch,Huawei Watch GT 2e,E484,4,129,170.28,190.92,TRUE
12240,28/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Naeim,Digital Camera,Canon EOS,Canon EOS R6,R041,1,2499,1580.3676,2207.8665,FALSE
